Sales Id,Region,Country,Item Type,Sales Channel,Order Priority,,,
466,Sub-Saharan Africa,Chad,Baby Food,Online,H,,,
467,Sub-Saharan Africa,Lesotho,Cereal,Online,M,,,
468,Central America and the Caribbean,Dominican Republic,Fruits,Online,L,,,
469,Sub-Saharan Africa,Burundi,Clothes,Online,C,,,
470,Asia,Brunei,Baby Food,Online,M,,,
471,Europe,Macedonia,Beverages,Offline,M,,,
472,Asia,Uzbekistan,Clothes,Offline,L,,,
473,Europe,Belarus,Office Supplies,Offline,C,,,
474,Europe,Liechtenstein,Beverages,Online,C,,,
475,Sub-Saharan Africa,Seychelles ,Beverages,Offline,M,,,
476,Europe,Russia,Office Supplies,Offline,H,,,
477,Australia and Oceania,Australia,Beverages,Offline,H,,,
478,Europe,Armenia,Cereal,Online,H,,,
479,Europe,United Kingdom,Office Supplies,Online,H,,,
480,Australia and Oceania,Vanuatu,Office Supplies,Offline,H,,,
481,Australia and Oceania,Palau,Vegetables,Online,H,,,
482,Asia,South Korea,Household,Offline,C,,,
483,Sub-Saharan Africa,Malawi,Office Supplies,Online,C,,,
484,Asia,Tajikistan,Beverages,Offline,C,,,
485,Sub-Saharan Africa,Niger,Baby Food,Offline,M,,,
486,Asia,Turkmenistan,Beverages,Offline,M,,,
487,Asia,Sri Lanka,Vegetables,Offline,C,,,
488,Middle East and North Africa,Tunisia ,Cosmetics,Online,M,,,
489,Australia and Oceania,Fiji,Cosmetics,Offline,H,,,
490,Sub-Saharan Africa,Zambia,Baby Food,Online,M,,,
491,Sub-Saharan Africa,Sao Tome and Principe,Fruits,Offline,L,,,
492,Sub-Saharan Africa,Liberia,Office Supplies,Offline,M,,,
493,Sub-Saharan Africa,Benin,Beverages,Offline,L,,,
494,Sub-Saharan Africa,Mali,Fruits,Offline,H,,,
495,Europe,Moldova ,Office Supplies,Offline,L,,,
496,Asia,Vietnam,Beverages,Offline,H,,,
497,Europe,Netherlands,Household,Offline,L,,,
498,Middle East and North Africa,Pakistan,Clothes,Offline,L,,,
499,Middle East and North Africa,Turkey,Cosmetics,Online,L,,,
500,Sub-Saharan Africa,Democratic Republic of the Congo,Snacks,Offline,M,,,
501,Sub-Saharan Africa,Botswana,Office Supplies,Online,H,,,
502,Central America and the Caribbean,Barbados,Snacks,Online,L,,,
503,Sub-Saharan Africa,Equatorial Guinea,Personal Care,Online,L,,,
504,Australia and Oceania,East Timor,Vegetables,Offline,L,,,
505,Sub-Saharan Africa,The Gambia,Meat,Offline,M,,,
506,Middle East and North Africa,Somalia,Personal Care,Offline,L,,,
507,Europe,Andorra,Snacks,Offline,C,,,
508,Middle East and North Africa,Egypt,Household,Offline,L,,,
509,Asia,Singapore,Cereal,Offline,H,,,
510,Central America and the Caribbean,Saint Vincent and the Grenadines,Vegetables,Offline,L,,,
511,Europe,Armenia,Vegetables,Online,M,,,
512,Sub-Saharan Africa,Senegal,Cosmetics,Online,M,,,
513,Asia,Taiwan,Meat,Offline,C,,,
514,Middle East and North Africa,Libya,Vegetables,Online,H,,,
515,Middle East and North Africa,Azerbaijan,Cosmetics,Offline,H,,,
516,Europe,Italy,Snacks,Online,H,,,
517,Middle East and North Africa,Libya,Snacks,Online,H,,,
518,Europe,Croatia,Household,Online,L,,,
519,Europe,Bulgaria,Personal Care,Offline,H,,,
520,Middle East and North Africa,Egypt,Cosmetics,Offline,C,,,
521,Sub-Saharan Africa,Guinea-Bissau,Vegetables,Online,H,,,
522,Europe,Ireland,Personal Care,Offline,H,,,
523,Middle East and North Africa,Afghanistan,Snacks,Online,M,,,
524,Central America and the Caribbean,Honduras,Cereal,Online,H,,,
525,Middle East and North Africa,Qatar,Vegetables,Offline,H,,,
526,Sub-Saharan Africa,Mali,Office Supplies,Offline,M,,,
527,Asia,Malaysia,Cereal,Offline,H,,,
528,Asia,Turkmenistan,Cereal,Online,L,,,
529,Australia and Oceania,Solomon Islands,Beverages,Online,C,,,
530,Asia,Bhutan,Fruits,Online,L,,,
531,Europe,Spain,Meat,Offline,C,,,
532,Asia,Taiwan,Cosmetics,Online,H,,,
533,Europe,Moldova ,Vegetables,Online,L,,,
534,Europe,Italy,Office Supplies,Offline,C,,,
535,Sub-Saharan Africa,Mozambique,Meat,Online,M,,,
536,Australia and Oceania,Solomon Islands,Household,Online,L,,,
537,Australia and Oceania,Tonga,Snacks,Online,H,,,
538,Europe,Finland,Cereal,Offline,M,,,
539,Europe,Poland,Cereal,Online,C,,,
540,Asia,Turkmenistan,Clothes,Offline,H,,,
541,Asia,North Korea,Personal Care,Online,M,,,
542,Europe,Austria,Office Supplies,Online,L,,,
543,Sub-Saharan Africa,Mali,Personal Care,Online,H,,,
544,Australia and Oceania,Samoa ,Household,Offline,L,,,
545,Asia,Indonesia,Beverages,Offline,C,,,
546,Central America and the Caribbean,Jamaica,Clothes,Online,H,,,
547,Europe,Andorra,Fruits,Offline,C,,,
548,Sub-Saharan Africa,Zimbabwe,Household,Offline,M,,,
549,Europe,Finland,Beverages,Online,H,,,
550,Sub-Saharan Africa,Guinea,Cosmetics,Online,C,,,
551,Europe,Andorra,Cosmetics,Online,C,,,
552,Europe,Germany,Snacks,Online,H,,,
553,Europe,Italy,Snacks,Offline,L,,,
554,Asia,Taiwan,Baby Food,Online,L,,,
555,Middle East and North Africa,Morocco,Household,Online,L,,,
556,Sub-Saharan Africa,Republic of the Congo,Personal Care,Online,H,,,
557,Central America and the Caribbean,The Bahamas,Baby Food,Offline,H,,,
558,Asia,Maldives,Office Supplies,Online,M,,,
559,Europe,Serbia,Beverages,Online,C,,,
560,Europe,Italy,Baby Food,Offline,H,,,
561,Europe,Armenia,Meat,Online,L,,,
562,Asia,Kyrgyzstan,Personal Care,Offline,L,,,
563,Europe,Sweden,Fruits,Offline,L,,,
564,Sub-Saharan Africa,Kenya,Vegetables,Online,L,,,
565,Australia and Oceania,Federated States of Micronesia,Personal Care,Offline,M,,,
566,Europe,Romania,Snacks,Online,H,,,
567,Sub-Saharan Africa,Botswana,Household,Offline,H,,,
568,Europe,Bosnia and Herzegovina,Clothes,Online,M,,,
569,Australia and Oceania,Samoa ,Meat,Offline,H,,,
570,Sub-Saharan Africa,Comoros,Vegetables,Online,L,,,
571,Europe,Lithuania,Personal Care,Offline,M,,,
572,Europe,Germany,Personal Care,Offline,H,,,
573,Sub-Saharan Africa,Ghana,Office Supplies,Offline,H,,,
574,Middle East and North Africa,Israel,Vegetables,Offline,L,,,
575,Asia,Philippines,Cosmetics,Offline,H,,,
576,Europe,Germany,Baby Food,Online,L,,,
577,Sub-Saharan Africa,Republic of the Congo,Household,Online,M,,,
578,Europe,Bulgaria,Beverages,Online,H,,,
579,Middle East and North Africa,Egypt,Personal Care,Offline,L,,,
580,Sub-Saharan Africa,Comoros,Cosmetics,Online,H,,,
581,Middle East and North Africa,Tunisia ,Vegetables,Online,L,,,
582,Europe,Serbia,Meat,Offline,C,,,
583,Asia,Brunei,Baby Food,Online,C,,,
584,Sub-Saharan Africa,Mauritania,Office Supplies,Online,H,,,
585,Sub-Saharan Africa,The Gambia,Household,Online,M,,,
586,Asia,Taiwan,Cosmetics,Online,C,,,
587,Asia,Japan,Snacks,Offline,H,,,
588,Asia,Malaysia,Snacks,Offline,L,,,
589,Central America and the Caribbean,Trinidad and Tobago,Beverages,Offline,M,,,
590,Central America and the Caribbean,Haiti,Cosmetics,Offline,M,,,
591,Central America and the Caribbean,Trinidad and Tobago,Cosmetics,Offline,C,,,
592,Sub-Saharan Africa,Uganda,Clothes,Offline,L,,,
593,Europe,France,Vegetables,Offline,L,,,
594,Europe,Iceland,Clothes,Online,M,,,
595,Europe,Albania,Cosmetics,Offline,L,,,
596,Sub-Saharan Africa,Chad,Fruits,Offline,C,,,
597,Middle East and North Africa,Somalia,Cereal,Online,M,,,
598,Sub-Saharan Africa,Mauritius ,Cereal,Online,C,,,
599,Europe,Austria,Fruits,Offline,M,,,
600,Sub-Saharan Africa,Swaziland,Household,Offline,C,,,
601,Sub-Saharan Africa,Djibouti,Office Supplies,Offline,M,,,
602,Europe,Finland,Office Supplies,Offline,H,,,
603,Asia,Taiwan,Office Supplies,Online,C,,,
604,Sub-Saharan Africa,Senegal,Fruits,Online,M,,,
605,Middle East and North Africa,Somalia,Meat,Offline,H,,,
606,Europe,Georgia,Baby Food,Online,L,,,
607,Middle East and North Africa,Azerbaijan,Baby Food,Online,M,,,
608,Asia,Brunei,Cosmetics,Online,M,,,
609,Middle East and North Africa,Egypt,Household,Online,C,,,
610,Middle East and North Africa,United Arab Emirates,Baby Food,Offline,C,,,
611,Sub-Saharan Africa,Mauritius ,Cosmetics,Offline,C,,,
612,Sub-Saharan Africa,Guinea,Meat,Offline,C,,,
613,Sub-Saharan Africa,Zimbabwe,Baby Food,Offline,M,,,
614,Europe,Romania,Personal Care,Offline,L,,,
615,Europe,Switzerland,Fruits,Offline,M,,,
616,North America,Canada,Clothes,Offline,H,,,
617,Sub-Saharan Africa,Togo,Clothes,Online,M,,,
618,Europe,Ireland,Cosmetics,Offline,H,,,
619,Central America and the Caribbean,Panama,Fruits,Offline,C,,,
620,Sub-Saharan Africa,Central African Republic,Beverages,Online,H,,,
621,Europe,Ukraine,Cosmetics,Online,C,,,
622,Europe,Luxembourg,Clothes,Online,H,,,
623,Central America and the Caribbean,El Salvador,Household,Online,M,,,
624,Sub-Saharan Africa,Cameroon,Fruits,Offline,L,,,
625,Middle East and North Africa,Iraq,Meat,Online,H,,,
626,Australia and Oceania,New Zealand,Household,Offline,H,,,
627,Sub-Saharan Africa,Mali,Meat,Online,H,,,
628,Sub-Saharan Africa,Togo,Baby Food,Online,H,,,
629,Europe,Austria,Beverages,Offline,C,,,
630,Europe,Monaco,Cereal,Online,L,,,
631,Sub-Saharan Africa,Botswana,Baby Food,Online,C,,,
632,Sub-Saharan Africa,Equatorial Guinea,Office Supplies,Online,H,,,
633,Middle East and North Africa,Turkey,Household,Offline,H,,,
634,Middle East and North Africa,Somalia,Fruits,Offline,H,,,
635,Central America and the Caribbean,El Salvador,Meat,Offline,C,,,
636,Central America and the Caribbean,Haiti,Household,Online,H,,,
637,Europe,Serbia,Beverages,Online,M,,,
638,Sub-Saharan Africa,Lesotho,Office Supplies,Offline,M,,,
639,Australia and Oceania,Solomon Islands,Cosmetics,Offline,H,,,
640,Australia and Oceania,Fiji,Cereal,Online,C,,,
641,Europe,Ireland,Baby Food,Online,H,,,
642,Europe,San Marino,Clothes,Offline,M,,,
643,Middle East and North Africa,Somalia,Cereal,Online,M,,,
644,Asia,Nepal,Household,Offline,M,,,
645,Europe,Georgia,Baby Food,Online,L,,,
646,Sub-Saharan Africa,Republic of the Congo,Meat,Online,M,,,
647,Sub-Saharan Africa,Guinea-Bissau,Household,Offline,H,,,
648,Europe,Ukraine,Snacks,Offline,C,,,
649,Sub-Saharan Africa,Mali,Cosmetics,Offline,C,,,
650,Sub-Saharan Africa,Zimbabwe,Beverages,Offline,H,,,
651,Australia and Oceania,Vanuatu,Cereal,Online,C,,,
652,Central America and the Caribbean,Dominican Republic,Clothes,Online,M,,,
653,Asia,Vietnam,Clothes,Online,C,,,
654,Europe,San Marino,Cereal,Offline,C,,,
655,Europe,Bosnia and Herzegovina,Office Supplies,Offline,H,,,
656,Sub-Saharan Africa,Equatorial Guinea,Personal Care,Online,L,,,
657,Sub-Saharan Africa,Guinea-Bissau,Baby Food,Offline,C,,,
658,Sub-Saharan Africa,Mali,Vegetables,Online,L,,,
659,Asia,Sri Lanka,Cereal,Online,C,,,
660,Europe,Germany,Personal Care,Offline,H,,,
661,Asia,Sri Lanka,Cereal,Online,L,,,
662,Europe,Croatia,Beverages,Online,M,,,
663,Sub-Saharan Africa,Mauritius ,Cosmetics,Online,C,,,
664,Sub-Saharan Africa,Senegal,Beverages,Online,M,,,
665,North America,United States of America,Fruits,Online,M,,,
666,Europe,Lithuania,Beverages,Online,H,,,
667,Sub-Saharan Africa,Nigeria,Beverages,Offline,H,,,
668,Central America and the Caribbean,Saint Kitts and Nevis ,Beverages,Online,C,,,
669,Europe,Slovenia,Household,Online,C,,,
670,Europe,Serbia,Clothes,Online,C,,,
671,Central America and the Caribbean,Belize,Personal Care,Online,H,,,
672,Asia,Taiwan,Clothes,Offline,M,,,
673,Europe,Greece,Personal Care,Online,M,,,
674,Australia and Oceania,New Zealand,Office Supplies,Online,L,,,
675,Europe,Malta,Vegetables,Online,M,,,
676,Sub-Saharan Africa,Cameroon,Household,Online,C,,,
677,Central America and the Caribbean,Antigua and Barbuda ,Fruits,Online,C,,,
678,Middle East and North Africa,Qatar,Fruits,Offline,L,,,
679,Sub-Saharan Africa,Mali,Office Supplies,Online,H,,,
680,Sub-Saharan Africa,Ghana,Clothes,Online,L,,,
681,Europe,San Marino,Snacks,Offline,L,,,
682,Sub-Saharan Africa,Comoros,Meat,Offline,C,,,
683,Asia,Tajikistan,Cereal,Online,M,,,
684,Sub-Saharan Africa,Gabon,Vegetables,Offline,M,,,
685,North America,Greenland,Personal Care,Offline,H,,,
686,Sub-Saharan Africa,Mali,Fruits,Offline,M,,,
687,Sub-Saharan Africa,Guinea-Bissau,Meat,Online,M,,,
688,Asia,South Korea,Household,Offline,L,,,
689,Asia,Vietnam,Clothes,Online,C,,,
690,Australia and Oceania,Australia,Beverages,Online,C,,,
691,Middle East and North Africa,Iraq,Beverages,Offline,C,,,
692,Asia,Mongolia,Beverages,Online,C,,,
693,Sub-Saharan Africa,Cape Verde,Meat,Offline,L,,,
694,Europe,Portugal,Meat,Online,L,,,
695,Sub-Saharan Africa,Djibouti,Personal Care,Offline,C,,,
696,Middle East and North Africa,Somalia,Fruits,Offline,M,,,
697,Central America and the Caribbean,Grenada,Cereal,Offline,L,,,
698,Sub-Saharan Africa,Niger,Office Supplies,Online,L,,,
699,Sub-Saharan Africa,Rwanda,Personal Care,Offline,C,,,
700,Australia and Oceania,Fiji,Baby Food,Offline,M,,,
701,Europe,Albania,Household,Online,C,,,
702,Europe,Netherlands,Clothes,Online,H,,,
703,Australia and Oceania,East Timor,Vegetables,Online,M,,,
704,Central America and the Caribbean,Barbados,Fruits,Online,L,,,
705,Asia,Sri Lanka,Meat,Offline,H,,,
706,Sub-Saharan Africa,Chad,Snacks,Offline,C,,,
707,Europe,Iceland,Snacks,Offline,L,,,
708,North America,Mexico,Office Supplies,Offline,H,,,
709,Europe,United Kingdom,Snacks,Online,L,,,
710,Asia,Brunei,Clothes,Offline,H,,,
711,Central America and the Caribbean,Grenada,Meat,Online,M,,,
712,Europe,Andorra,Meat,Offline,H,,,
713,Sub-Saharan Africa,Zimbabwe,Snacks,Offline,L,,,
714,Sub-Saharan Africa,Guinea-Bissau,Snacks,Online,L,,,
715,Asia,Brunei,Office Supplies,Online,H,,,
716,Middle East and North Africa,Iran,Snacks,Offline,M,,,
717,Sub-Saharan Africa,Cape Verde,Clothes,Online,C,,,
718,Europe,Liechtenstein,Fruits,Online,L,,,
719,Asia,Brunei,Beverages,Online,C,,,
720,Central America and the Caribbean,Panama,Personal Care,Online,H,,,
721,Middle East and North Africa,Yemen,Snacks,Online,H,,,
722,Europe,Belgium,Cosmetics,Offline,C,,,
723,Asia,Brunei,Cereal,Online,H,,,
724,Asia,Malaysia,Cereal,Online,M,,,
725,Asia,Japan,Fruits,Offline,H,,,
726,Sub-Saharan Africa,South Sudan,Beverages,Online,C,,,
727,Europe,Luxembourg,Fruits,Offline,L,,,
728,Sub-Saharan Africa,Swaziland,Office Supplies,Offline,M,,,
729,Europe,Malta,Cosmetics,Online,M,,,
730,North America,Canada,Household,Offline,M,,,
731,Central America and the Caribbean,Jamaica,Personal Care,Offline,L,,,
732,Europe,Slovakia,Snacks,Online,L,,,
733,Sub-Saharan Africa,Mauritania,Beverages,Online,H,,,
734,Sub-Saharan Africa,Burkina Faso,Household,Online,M,,,
735,Asia,Kazakhstan,Vegetables,Online,C,,,
736,Europe,Andorra,Personal Care,Offline,L,,,
737,Central America and the Caribbean,Jamaica,Household,Online,H,,,
738,Sub-Saharan Africa,Republic of the Congo,Baby Food,Online,C,,,
739,Asia,Myanmar,Household,Online,H,,,
740,Sub-Saharan Africa,Benin,Beverages,Offline,H,,,
741,Middle East and North Africa,Turkey,Household,Offline,C,,,
742,Asia,South Korea,Cereal,Online,H,,,
743,Middle East and North Africa,Bahrain,Snacks,Offline,H,,,
744,Asia,Kyrgyzstan,Baby Food,Offline,M,,,
745,Asia,Tajikistan,Cereal,Online,C,,,
746,Asia,Singapore,Baby Food,Online,H,,,
747,Sub-Saharan Africa,Botswana,Cereal,Online,M,,,
748,Sub-Saharan Africa,Seychelles ,Cereal,Offline,H,,,
749,Central America and the Caribbean,Honduras,Cosmetics,Online,L,,,
750,Middle East and North Africa,Yemen,Baby Food,Offline,L,,,
751,Asia,Cambodia,Personal Care,Online,L,,,
752,Europe,Serbia,Vegetables,Offline,L,,,
753,Middle East and North Africa,Bahrain,Cosmetics,Online,C,,,
754,Australia and Oceania,Federated States of Micronesia,Vegetables,Offline,C,,,
755,Central America and the Caribbean,Haiti,Personal Care,Offline,C,,,
756,Europe,Czech Republic,Baby Food,Online,C,,,
757,Middle East and North Africa,Azerbaijan,Fruits,Offline,C,,,
758,Central America and the Caribbean,Antigua and Barbuda ,Cosmetics,Online,C,,,
759,Sub-Saharan Africa,Senegal,Fruits,Offline,M,,,
760,Sub-Saharan Africa,Malawi,Vegetables,Offline,C,,,
761,Asia,Bhutan,Personal Care,Online,M,,,
762,Europe,Slovenia,Clothes,Online,L,,,
763,Middle East and North Africa,Azerbaijan,Beverages,Offline,H,,,
764,Europe,Bulgaria,Meat,Online,C,,,
765,Asia,Tajikistan,Meat,Offline,L,,,
766,Middle East and North Africa,Egypt,Fruits,Offline,M,,,
767,Australia and Oceania,Fiji,Household,Online,C,,,
768,Middle East and North Africa,Turkey,Clothes,Online,M,,,
769,Sub-Saharan Africa,Togo,Cosmetics,Offline,L,,,
770,Australia and Oceania,Tuvalu,Baby Food,Offline,C,,,
771,Central America and the Caribbean,Belize,Snacks,Online,C,,,
772,Asia,South Korea,Fruits,Online,H,,,
773,Sub-Saharan Africa,Gabon,Snacks,Online,H,,,
774,Europe,Hungary,Cosmetics,Online,H,,,
775,Europe,Slovakia,Meat,Offline,H,,,
776,Asia,Singapore,Vegetables,Online,M,,,
777,Asia,Myanmar,Household,Online,L,,,
778,Sub-Saharan Africa,Central African Republic,Beverages,Offline,M,,,
779,Asia,Nepal,Baby Food,Online,C,,,
780,Sub-Saharan Africa,Mauritius ,Cereal,Offline,L,,,
781,Europe,Bulgaria,Beverages,Offline,C,,,
782,Europe,Kosovo,Personal Care,Online,L,,,
783,Sub-Saharan Africa,Lesotho,Personal Care,Online,L,,,
784,Central America and the Caribbean,El Salvador,Snacks,Offline,C,,,
785,Sub-Saharan Africa,Mozambique,Snacks,Online,C,,,
786,Sub-Saharan Africa,Senegal,Cosmetics,Offline,L,,,
787,Australia and Oceania,Samoa ,Vegetables,Online,C,,,
788,Sub-Saharan Africa,Sao Tome and Principe,Clothes,Online,H,,,
789,Asia,Japan,Meat,Offline,C,,,
790,Europe,Spain,Cosmetics,Offline,C,,,
791,Asia,Laos,Personal Care,Offline,L,,,
792,Australia and Oceania,Solomon Islands,Baby Food,Offline,L,,,
793,Europe,Germany,Vegetables,Offline,C,,,
794,Sub-Saharan Africa,Democratic Republic of the Congo,Personal Care,Online,C,,,
795,Europe,Romania,Meat,Offline,L,,,
796,Europe,Latvia,Beverages,Online,C,,,
797,Middle East and North Africa,Jordan,Office Supplies,Offline,L,,,
798,Australia and Oceania,Fiji,Clothes,Online,H,,,
799,Central America and the Caribbean,Cuba,Fruits,Online,H,,,
800,Europe,Sweden,Household,Offline,H,,,
801,Australia and Oceania,Marshall Islands,Baby Food,Online,M,,,
802,North America,Greenland,Snacks,Offline,M,,,
803,Sub-Saharan Africa,Mauritius ,Cosmetics,Offline,H,,,
804,Sub-Saharan Africa,Comoros,Office Supplies,Online,L,,,
805,Asia,Cambodia,Vegetables,Offline,C,,,
806,Australia and Oceania,Marshall Islands,Cereal,Online,C,,,
807,Central America and the Caribbean,Dominica,Meat,Online,L,,,
808,Europe,Macedonia,Office Supplies,Online,M,,,
809,Sub-Saharan Africa,Mozambique,Personal Care,Offline,L,,,
810,Central America and the Caribbean,The Bahamas,Household,Online,M,,,
811,Europe,Armenia,Fruits,Offline,L,,,
812,Asia,Japan,Beverages,Offline,H,,,
813,Sub-Saharan Africa,Ghana,Baby Food,Offline,M,,,
814,Sub-Saharan Africa,Lesotho,Beverages,Offline,M,,,
815,Europe,Cyprus,Snacks,Online,H,,,
816,Australia and Oceania,Samoa ,Cosmetics,Online,H,,,
817,Middle East and North Africa,Tunisia ,Clothes,Online,M,,,
818,Asia,Indonesia,Beverages,Offline,M,,,
819,Asia,Singapore,Office Supplies,Online,M,,,
820,Central America and the Caribbean,Panama,Fruits,Online,M,,,
821,Sub-Saharan Africa,Burundi,Cosmetics,Offline,M,,,
822,Sub-Saharan Africa,Chad,Beverages,Offline,M,,,
823,Asia,Japan,Cosmetics,Offline,H,,,
824,Europe,Malta,Meat,Offline,C,,,
825,Europe,San Marino,Vegetables,Offline,M,,,
826,Middle East and North Africa,Morocco,Fruits,Offline,C,,,
827,North America,Greenland,Vegetables,Online,L,,,
828,Sub-Saharan Africa,Ethiopia,Cosmetics,Online,L,,,
829,Asia,India,Personal Care,Online,C,,,
830,Australia and Oceania,New Zealand,Baby Food,Offline,C,,,
831,Asia,Bangladesh,Fruits,Online,L,,,
832,Asia,Brunei,Vegetables,Online,C,,,
833,Sub-Saharan Africa,Ethiopia,Cereal,Offline,M,,,
834,Europe,France,Office Supplies,Offline,C,,,
835,Sub-Saharan Africa,Niger,Beverages,Offline,L,,,
836,Central America and the Caribbean,Nicaragua,Vegetables,Offline,H,,,
837,Asia,Kazakhstan,Cereal,Offline,H,,,
838,Sub-Saharan Africa,Lesotho,Clothes,Offline,L,,,
839,Europe,Montenegro,Household,Online,H,,,
840,Australia and Oceania,Vanuatu,Vegetables,Online,H,,,
841,Europe,Cyprus,Clothes,Online,H,,,
842,Sub-Saharan Africa,Burundi,Fruits,Offline,M,,,
843,Middle East and North Africa,Saudi Arabia,Snacks,Offline,L,,,
844,Europe,Vatican City,Personal Care,Offline,M,,,
845,Australia and Oceania,Tonga,Vegetables,Offline,M,,,
846,Europe,Netherlands,Baby Food,Offline,C,,,
847,Central America and the Caribbean,Honduras,Office Supplies,Offline,C,,,
848,Central America and the Caribbean,Honduras,Fruits,Online,H,,,
849,Europe,Montenegro,Baby Food,Offline,H,,,
850,Europe,San Marino,Office Supplies,Offline,L,,,
851,Asia,Bangladesh,Clothes,Online,C,,,
852,Sub-Saharan Africa,Cameroon,Personal Care,Offline,M,,,
853,Asia,Philippines,Cereal,Online,H,,,
